catalog_number,overview,ids
169049,"<p>Bell &amp; Gossett 1/2 HP, 208/230/460, three phase, 1725 RPM, oil-lubricated motor for B&amp;G series 1522 pumps, specifically model 1-1/4AAB. This motor features a two-piece motor bracket, for easy service, sleeve bearings, and replaceable, resilient motor mounts. A modern, built-in thermal overload protector shuts the motor off if it overheats. All parts are UL recognized. </p>",2984101
P49000,"<p>Bell &amp; Gossett bronze impeller for B&amp;G series 1531 pumps with 1-1/4"" shafts, size 2-1/2 A. Impeller diameter must be specified when ordered as this impeller is trimmable. Impeller diameter will be found on the pump's I.D. tag. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2984102
P51561,<p>Bell &amp; Gossett cover plate for B&amp;G series 1510 and e-1510 pumps with large bearing frames.</p>,2984103
P85522,"<p>Bell &amp; Gossett bronze impeller for B&amp;G series 80 pumps with 1-1/4"" shafts, models 801, 802, and 803TB size 3x3x7B. Impeller diameter must be specified when ordered as this impeller is trimmable. Impeller diameter will be found on the pump's I.D. tag. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2984104
102218,"<p>Series 2-1/2 cast iron pumps are dependable, in-line booster pumps intended to pump water through closed loop systems for heating and cooling. The Series 2-1/2 features a three-piece design, which includes a motor, bearing assembly and volute. This innovative design provides for easy field service as the bearings, shaft and seal are all housed within the bearing assembly. That assembly can then be easily repaired or entirely replaced without disturbing the other components of your pump. The Series 2-1/2's resilient motor mounting is another feature unique to Bell &amp; Gossett. The mounting, combined with spring-loaded couplers, means your pump will run quietly and efficiently. The Series 2-1/2 features a plastic impeller. A tube of Bell &amp; Gossett oil along with flange gaskets and mounting hardware are included with the pump. A pair of 2-1/2"" flanges are also included.</p>",2984105
116502,<p>Bell &amp; Gossett Series D 21.7 gallon horizontal ASME diaphragm expansion tank with an acceptance volume of 11.3. Series D expansion tanks are ASME rated pre-charged diaphragm-type pressure vessels. The Series D tank is designed to absorb the expansion forces of heating/cooling system water while maintaining proper system pressurization under varying operating conditions. The heavy duty diaphragm separates system water from the tank air charge thereby eliminating waterlogging problems.</p>,2984106
102222,"<p>Series LD3 cast iron pumps are dependable, in-line booster pumps intended to pump water through closed loop systems for heating and cooling. The Series LD3 is designed for applications that require increased flow and head pressures. The Series LD3 features a three-piece design, which includes a motor, bearing assembly and volute. This innovative design provides for easy field service as the bearings, shaft and seal are all housed within the bearing assembly. That assembly can then be easily repaired or entirely replaced without disturbing the other components of your pump. The Series LD3's resilient motor mounting is another feature unique to Bell &amp; Gossett. The mounting, combined with spring-loaded couplers, means your pump will run quietly and efficiently. The Series LD3 features a plastic impeller. A tube of Bell &amp; Gossett oil along with flange gaskets and mounting hardware are included with the pump. A pair of 3"" flanges are also included.</p>",2984107
168026,"<p>Series 1535 cast iron centrifugal pumps are robust, close-coupled, foot-mounted pumps intended to pump water through closed loop systems for hydronic heating and cooling, primarily in commercial settings. These pumps are ideal in applications where front end suction and top discharge is needed. The Series 1535 features a back pull-out design, which allows the pump to be serviced without disturbing system piping. Series 1535 pumps can be mounting either vertically or horizontally, providing a wide range of application flexibility. High quality, permanently lubricated ball bearings, along with a self-flushing mechanical seal, on the Series 1535 means years of dependable service. The 353T is a three phase pump and includes a bronze impeller, a 1-1/4"" end suction, and a 1"" top discharge.</p>",2984108
P50684,"<p>Bell &amp; Gossett bronze impeller for B&amp;G series 1531 pumps with 1-1/4"" shafts, size 2AC. Also fits series 1510 2AC pumps. Impeller diameter must be specified when ordered as this impeller is trimmable. Impeller diameter will be found on the pump's I.D. tag. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2984109
169218,"<p>Bell &amp; Gossett 2 HP, 208/230/460 volt, three phase, 3450 RPM, oil-lubricated motor for B&amp;G series 90 pumps, with 3/4"" seal shaft diameters. This motor features a two-piece motor bracket, for easy service, sleeve bearings, and replaceable, resilient motor mounts. A modern, built-in thermal overload protector shuts the motor off if it overheats. All parts are UL recognized. </p>",2984110
P41730,,2984111
P90457,"<p>Bell &amp; Gossett shaft sleeve for B&amp;G series VSC pumps, with 2-5/8"" shafts, manufactured after May 1973.</p>",2984112
172756LF,"<p>Series 60 cast iron body pumps are dependable, maintenance-free, in-line, centrifugal pumps intended to pump water through closed loop systems for heating and cooling primarily in commercial settings. The Series 60 features a three-piece design, which includes a motor, bearing assembly and volute. The Series 60's design has an internally, self-flushing mechanical seal, which provides superior flow circulation around the seal faces. This reduces heat buildup and increases particle removal. It also includes the XL-11 precision-crafted, permanently-lubricated, bearing system that ensures long life and quiet operation. All Series 60 pumps have ODP, open drip-proof, motor enclosures. Impellers are hydraulically balanced to provide smooth and efficient operation. The hydraulically balanced impeller and resilient motor also help provide smooth, quiet operation. The Series 60 621T is a three phase pump and features a bronze impeller. Flanges are included in 1-1/2"".</p>",2984113
172738LF,"<p>Series 60 cast iron body pumps are dependable, maintenance-free, in-line, centrifugal pumps intended to pump water through closed loop systems for heating and cooling primarily in commercial settings. The Series 60 features a three-piece design, which includes a motor, bearing assembly and volute. The Series 60's design has an internally, self-flushing mechanical seal, which provides superior flow circulation around the seal faces. This reduces heat buildup and increases particle removal. It also includes the XL-11 precision-crafted, permanently-lubricated, bearing system that ensures long life and quiet operation. All Series 60 pumps have ODP, open drip-proof, motor enclosures. Impellers are hydraulically balanced to provide smooth and efficient operation. The hydraulically balanced impeller and resilient motor also help provide smooth, quiet operation. The Series 60 608T is a three phase pump and features a bronze impeller. Flanges are included in 1-1/2"".</p>",2984114
169219,"<p>Bell &amp; Gossett 3 HP, 208/230/460 volt, three phase, 3450 RPM, oil-lubricated motor for B&amp;G series 90 pumps, with 3/4"" seal shaft diameters. This motor features a two-piece motor bracket, for easy service, sleeve bearings, and replaceable, resilient motor mounts. A modern, built-in thermal overload protector shuts the motor off if it overheats. All parts are UL recognized. </p>",2984115
P50748,"<p>Bell &amp; Gossett bronze impeller for B&amp;G series 1531 pumps with 1-1/4"" shafts, size 4BC. Impeller diameter must be specified when ordered as this impeller is trimmable. Impeller diameter will be found on the pump's I.D. tag. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2984116
60-611T,,2984117
172667,,2984118
107004,"<p>Bell &amp; Gossett model SA-4"" threaded, combination straight or angle-pattern flow-control valve. Its ductile iron body is rated to 125 psi and 250°F. Flo-Control valves prevent gravity flow in forced water systems and permit operation of indirect water heaters during both summer and winter. With a pressure drop of 1 to 9.5 feet of water this valve will perform from 1 to 300 GPM. See performance curves for your exact flow rate.</p>",2984119
P78932,<p>Bell &amp; Gossett shaft assembly for B&amp;G series VSC and VSCS pumps.</p>,2984120
P07610,,2984122
172755LF,"<p>Series 60 cast iron body pumps are dependable, maintenance-free, in-line, centrifugal pumps intended to pump water through closed loop systems for heating and cooling primarily in commercial settings. The Series 60 features a three-piece design, which includes a motor, bearing assembly and volute. The Series 60's design has an internally, self-flushing mechanical seal, which provides superior flow circulation around the seal faces. This reduces heat buildup and increases particle removal. It also includes the XL-11 precision-crafted, permanently-lubricated, bearing system that ensures long life and quiet operation. All Series 60 pumps have ODP, open drip-proof, motor enclosures. Impellers are hydraulically balanced to provide smooth and efficient operation. The hydraulically balanced impeller and resilient motor also help provide smooth, quiet operation. The Series 60 621S is a single phase pump and features a bronze impeller. Flanges are included in 1-1/2"".</p>",2984123
