id," ""catalog_number"""," ""description""",,,,
142626,47Q15H21,Dodge 47Q15H21 CENTER DISTANCE: 4.7 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142625,47Q10H25,Dodge 47Q10H25 CENTER DISTANCE: 4.7 RATIO: 10:1 OUTPUT RPM: 175,,,,
142624,47Q10H21,Dodge 47Q10H21 CENTER DISTANCE: 4.7 RATIO: 10:1 OUTPUT RPM: 175,,,,
142623,47Q30H18,Dodge 47Q30H18 CENTER DISTANCE: 4.7 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142622,47Q25H18,Dodge 47Q25H18 CENTER DISTANCE: 4.7 RATIO: 25:1 OUTPUT RPM: 70,,,,
142621,40Q30H18,Dodge 40Q30H18 CENTER DISTANCE: 4 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142620,40Q25H18,Dodge 40Q25H18 CENTER DISTANCE: 4 RATIO: 25:1 OUTPUT RPM: 70,,,,
142619,40Q20H21,Dodge 40Q20H21 CENTER DISTANCE: 4 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142618,40Q20H18,Dodge 40Q20H18 CENTER DISTANCE: 4 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142617,40Q25H18WP,Dodge 40Q25H18WP CENTER DISTANCE: 4 RATIO: 25:1 OUTPUT RPM: 70,,,,
142616,40Q20H21WP,Dodge 40Q20H21WP CENTER DISTANCE: 4 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142615,40Q60H18WP,Dodge 40Q60H18WP CENTER DISTANCE: 4 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142614,40Q05H25WP,Dodge 40Q05H25WP CENTER DISTANCE: 4 RATIO: 5:1 OUTPUT RPM: 350,,,,
142613,40Q20H18WP,Dodge 40Q20H18WP CENTER DISTANCE: 4 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142612,40Q15H21WP,Dodge 40Q15H21WP CENTER DISTANCE: 4 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142611,40Q15H18WP,Dodge 40Q15H18WP CENTER DISTANCE: 4 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142610,40Q10H21WP,Dodge 40Q10H21WP CENTER DISTANCE: 4 RATIO: 10:1 OUTPUT RPM: 175,,,,
142609,40Q15H21,Dodge 40Q15H21 CENTER DISTANCE: 4 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142608,40Q15H18,Dodge 40Q15H18 CENTER DISTANCE: 4 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142607,40Q10H21,Dodge 40Q10H21 CENTER DISTANCE: 4 RATIO: 10:1 OUTPUT RPM: 175,,,,
142606,40Q60H18,Dodge 40Q60H18 CENTER DISTANCE: 4 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142605,40Q07H25,Dodge 40Q07H25 CENTER DISTANCE: 4 RATIO: 7:1 OUTPUT RPM: 250,,,,
142604,40Q07H21,Dodge 40Q07H21 CENTER DISTANCE: 4 RATIO: 7:1 OUTPUT RPM: 250,,,,
142603,40Q05H21,Dodge 40Q05H21 CENTER DISTANCE: 4 RATIO: 5:1 OUTPUT RPM: 350,,,,
142602,35Q25H18WP,Dodge 35Q25H18WP CENTER DISTANCE: 3.5 RATIO: 25:1 OUTPUT RPM: 70,,,,
142601,35Q25H14WP,Dodge 35Q25H14WP CENTER DISTANCE: 3.5 RATIO: 25:1 OUTPUT RPM: 70,,,,
142600,35Q15H18WP,Dodge 35Q15H18WP CENTER DISTANCE: 3.5 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142599,35Q60H56WP,Dodge 35Q60H56WP CENTER DISTANCE: 3.5 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142598,35Q60H14WP,Dodge 35Q60H14WP CENTER DISTANCE: 3.5 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142597,35Q50H56WP,Dodge 35Q50H56WP CENTER DISTANCE: 3.5 RATIO: 50:1 OUTPUT RPM: 35,,,,
142596,35Q40H56WP,Dodge 35Q40H56WP CENTER DISTANCE: 3.5 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142595,35Q40H18WP,Dodge 35Q40H18WP CENTER DISTANCE: 3.5 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142594,35Q40H14WP,Dodge 35Q40H14WP CENTER DISTANCE: 3.5 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142593,35Q30H56WP,Dodge 35Q30H56WP CENTER DISTANCE: 3.5 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142592,35Q05H21WP,Dodge 35Q05H21WP CENTER DISTANCE: 3.5 RATIO: 5:1 OUTPUT RPM: 350,,,,
142591,35Q05H14WP,Dodge 35Q05H14WP CENTER DISTANCE: 3.5 RATIO: 5:1 OUTPUT RPM: 350,,,,
142590,35Q10H21WP,Dodge 35Q10H21WP CENTER DISTANCE: 3.5 RATIO: 10:1 OUTPUT RPM: 175,,,,
142589,35Q10H18WP,Dodge 35Q10H18WP CENTER DISTANCE: 3.5 RATIO: 10:1 OUTPUT RPM: 175,,,,
142588,35Q07H21WP,Dodge 35Q07H21WP CENTER DISTANCE: 3.5 RATIO: 7:1 OUTPUT RPM: 250,,,,
142587,35Q07H18WP,Dodge 35Q07H18WP CENTER DISTANCE: 3.5 RATIO: 7:1 OUTPUT RPM: 250,,,,
142586,35Q07H14WP,Dodge 35Q07H14WP CENTER DISTANCE: 3.5 RATIO: 7:1 OUTPUT RPM: 250,,,,
142585,35Q10H21,Dodge 35Q10H21 CENTER DISTANCE: 3.5 RATIO: 10:1 OUTPUT RPM: 175,,,,
142584,35Q10H18,Dodge 35Q10H18 CENTER DISTANCE: 3.5 RATIO: 10:1 OUTPUT RPM: 175,,,,
142583,35Q10H14,Dodge 35Q10H14 CENTER DISTANCE: 3.5 RATIO: 10:1 OUTPUT RPM: 175,,,,
142582,35Q60H56,Dodge 35Q60H56 CENTER DISTANCE: 3.5 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142581,35Q50H56,Dodge 35Q50H56 CENTER DISTANCE: 3.5 RATIO: 50:1 OUTPUT RPM: 35,,,,
142580,35Q40H18,Dodge 35Q40H18 CENTER DISTANCE: 3.5 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142579,35Q40H14,Dodge 35Q40H14 CENTER DISTANCE: 3.5 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142578,35Q30H18,Dodge 35Q30H18 CENTER DISTANCE: 3.5 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142577,35Q25H18,Dodge 35Q25H18 CENTER DISTANCE: 3.5 RATIO: 25:1 OUTPUT RPM: 70,,,,
142576,35Q25H14,Dodge 35Q25H14 CENTER DISTANCE: 3.5 RATIO: 25:1 OUTPUT RPM: 70,,,,
142575,35Q20H18,Dodge 35Q20H18 CENTER DISTANCE: 3.5 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142574,35Q20H14,Dodge 35Q20H14 CENTER DISTANCE: 3.5 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142573,35Q05H21,Dodge 35Q05H21 CENTER DISTANCE: 3.5 RATIO: 5:1 OUTPUT RPM: 350,,,,
142572,26Q07H56WP,Dodge 35Q05H18 CENTER DISTANCE: 3.5 RATIO: 5:1 OUTPUT RPM: 350,,,,
142571,35Q05H14,Dodge 35Q05H14 CENTER DISTANCE: 3.5 RATIO: 5:1 OUTPUT RPM: 350,,,,
142570,30Q20H18,Dodge 30Q20H18 CENTER DISTANCE: 3 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142569,30Q15H14,Dodge 30Q15H14 CENTER DISTANCE: 3 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142568,30Q10H18,Dodge 30Q10H18 CENTER DISTANCE: 3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142567,30Q10H14,Dodge 30Q10H14 CENTER DISTANCE: 3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142566,30Q07H18,Dodge 30Q07H18 CENTER DISTANCE: 3 RATIO: 7:1 OUTPUT RPM: 250,,,,
142565,30Q05H18,Dodge 30Q05H18 CENTER DISTANCE: 3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142564,30Q60H14WP,Dodge 30Q60H14WP CENTER DISTANCE: 3 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142563,30Q50H56WP,Dodge 30Q50H56WP CENTER DISTANCE: 3 RATIO: 50:1 OUTPUT RPM: 35,,,,
142562,30Q50H14WP,Dodge 30Q50H14WP CENTER DISTANCE: 3 RATIO: 50:1 OUTPUT RPM: 35,,,,
142561,30Q40H56WP,Dodge 30Q40H56WP CENTER DISTANCE: 3 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142560,30Q30H14WP,Dodge 30Q30H14WP CENTER DISTANCE: 3 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142559,30Q25H18WP,Dodge 30Q25H18WP CENTER DISTANCE: 3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142558,30Q25H14WP,Dodge 30Q25H14WP CENTER DISTANCE: 3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142557,30Q20H56WP,Dodge 30Q20H56WP CENTER DISTANCE: 3 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142556,30Q20H14WP,Dodge 30Q20H14WP CENTER DISTANCE: 3 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142555,30Q15H18WP,Dodge 30Q15H18WP CENTER DISTANCE: 3 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142554,30Q10H18WP,Dodge 30Q10H18WP CENTER DISTANCE: 3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142553,30Q10H14WP,Dodge 30Q10H14WP CENTER DISTANCE: 3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142552,30Q05H18WP,Dodge 30Q05H18WP CENTER DISTANCE: 3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142551,30Q05H14WP,Dodge 30Q05H14WP CENTER DISTANCE: 3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142550,30Q60H56,Dodge 30Q60H56 CENTER DISTANCE: 3 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142549,30Q60H14,Dodge 30Q60H14 CENTER DISTANCE: 3 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142548,30Q50H14,Dodge 30Q50H14 CENTER DISTANCE: 3 RATIO: 50:1 OUTPUT RPM: 35,,,,
142547,30Q40H56,Dodge 30Q40H56 CENTER DISTANCE: 3 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142546,30Q30H56,Dodge 30Q30H56 CENTER DISTANCE: 3 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142545,30Q25H56,Dodge 30Q25H56 CENTER DISTANCE: 3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142544,30Q25H18,Dodge 30Q25H18 CENTER DISTANCE: 3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142543,30Q25H14,Dodge 30Q25H14 CENTER DISTANCE: 3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142542,30Q20H56,Dodge 30Q20H56 CENTER DISTANCE: 3 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142541,26Q50H14,Dodge 26Q50H14 CENTER DISTANCE: 2.6 RATIO: 50:1 OUTPUT RPM: 35,,,,
142540,26Q40H56,Dodge 26Q40H56 CENTER DISTANCE: 2.6 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142539,26Q40H14,Dodge 26Q40H14 CENTER DISTANCE: 2.6 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142538,26Q30H56,Dodge 26Q30H56 CENTER DISTANCE: 2.6 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142537,26Q25H56WP,Dodge 26Q25H56WP CENTER DISTANCE: 2.6 RATIO: 25:1 OUTPUT RPM: 70,,,,
142536,26Q20H14WP,Dodge 26Q20H14WP CENTER DISTANCE: 2.6 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142535,26Q15H56WP,Dodge 26Q15H56WP CENTER DISTANCE: 2.6 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142534,26Q15H18WP,Dodge 26Q15H18WP CENTER DISTANCE: 2.6 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142533,26Q15H14WP,Dodge 26Q15H14WP CENTER DISTANCE: 2.6 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142532,26Q60H14WP,Dodge 26Q60H14WP CENTER DISTANCE: 2.6 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142531,26Q50H56WP,Dodge 26Q50H56WP CENTER DISTANCE: 2.6 RATIO: 50:1 OUTPUT RPM: 35,,,,
142530,26Q50H14WP,Dodge 26Q50H14WP CENTER DISTANCE: 2.6 RATIO: 50:1 OUTPUT RPM: 35,,,,
142529,26Q40H56WP,Dodge 26Q40H56WP CENTER DISTANCE: 2.6 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142528,26Q30H14WP,Dodge 26Q30H14WP CENTER DISTANCE: 2.6 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142527,26Q05H14WP,Dodge 26Q05H14WP CENTER DISTANCE: 2.6 RATIO: 5:1 OUTPUT RPM: 350,,,,
142526,26Q10H56WP,Dodge 26Q10H56WP CENTER DISTANCE: 2.6 RATIO: 10:1 OUTPUT RPM: 175,,,,
142525,26Q10H18WP,Dodge 26Q10H18WP CENTER DISTANCE: 2.6 RATIO: 10:1 OUTPUT RPM: 175,,,,
142524,26Q07H56WP,Dodge 26Q07H56WP CENTER DISTANCE: 2.6 RATIO: 7:1 OUTPUT RPM: 250,,,,
142523,26Q07H18WP,Dodge 26Q07H18WP CENTER DISTANCE: 2.6 RATIO: 7:1 OUTPUT RPM: 250,,,,
142522,26A07H56WP,DODGE 26A07H56WP TIGEAR-2 REDUCER W/ WHITE PAINT,,,,
142521,26A15H56WP,DODGE 26A15H56WP TIGEAR-2 REDUCER W/ WHITE PAINT,,,,
142520,26A10H56WP,DODGE 26A10H56WP TIGEAR-2 REDUCER W/ WHITE PAINT,,,,
142519,26A07H56,DODGE 26A07H56 26A07H56 TIGEAR-2 REDUCER,,,,
142518,26Q25H56,Dodge 26Q25H56 CENTER DISTANCE: 2.6 RATIO: 25:1 OUTPUT RPM: 70,,,,
142517,26Q25H14,Dodge 26Q25H14 CENTER DISTANCE: 2.6 RATIO: 25:1 OUTPUT RPM: 70,,,,
142516,26Q20H56,Dodge 26Q20H56 CENTER DISTANCE: 2.6 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142515,26Q15H14,Dodge 26Q15H14 CENTER DISTANCE: 2.6 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142514,26Q10H18,Dodge 26Q10H18 CENTER DISTANCE: 2.6 RATIO: 10:1 OUTPUT RPM: 175,,,,
142513,26Q10H14,Dodge 26Q10H14 CENTER DISTANCE: 2.6 RATIO: 10:1 OUTPUT RPM: 175,,,,
142512,26Q07H56,Dodge 26Q07H56 CENTER DISTANCE: 2.6 RATIO: 7:1 OUTPUT RPM: 250,,,,
142511,26Q07H18,Dodge 26Q07H18 CENTER DISTANCE: 2.6 RATIO: 7:1 OUTPUT RPM: 250,,,,
142510,26A15H56,DODGE 26A15H56 26A15H56 TIGEAR-2 REDUCER,,,,
142509,23Q10H56,Dodge 23Q10H56 CENTER DISTANCE: 2.3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142508,23Q10H18,Dodge 23Q10H18 CENTER DISTANCE: 2.3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142507,23Q10H14,Dodge 23Q10H14 CENTER DISTANCE: 2.3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142506,23Q07H56,Dodge 23Q07H56 CENTER DISTANCE: 2.3 RATIO: 7:1 OUTPUT RPM: 250,,,,
142505,23Q05H56,Dodge 23Q05H56 CENTER DISTANCE: 2.3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142504,23Q05H18,Dodge 23Q05H18 CENTER DISTANCE: 2.3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142503,23Q05H14,Dodge 23Q05H14 CENTER DISTANCE: 2.3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142502,23Q60H56WP,Dodge 23Q60H56WP CENTER DISTANCE: 2.3 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142501,23Q40H56WP,Dodge 23Q40H56WP CENTER DISTANCE: 2.3 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142500,23Q40H14WP,Dodge 23Q40H14WP CENTER DISTANCE: 2.3 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142499,23Q30H14WP,Dodge 23Q30H14WP CENTER DISTANCE: 2.3 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142498,23Q25H56WP,Dodge 23Q25H56WP CENTER DISTANCE: 2.3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142497,23Q10H56WP,Dodge 23Q10H56WP CENTER DISTANCE: 2.3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142496,23Q07H56WP,Dodge 23Q07H56WP CENTER DISTANCE: 2.3 RATIO: 7:1 OUTPUT RPM: 250,,,,
142495,23Q07H14WP,Dodge 23Q07H14WP CENTER DISTANCE: 2.3 RATIO: 7:1 OUTPUT RPM: 250,,,,
142494,23Q05H56WP,Dodge 23Q05H56WP CENTER DISTANCE: 2.3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142493,23Q05H18WP,Dodge 23Q05H18WP CENTER DISTANCE: 2.3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142492,23Q25H14WP,Dodge 23Q25H14WP CENTER DISTANCE: 2.3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142491,23Q20H56WP,Dodge 23Q20H56WP CENTER DISTANCE: 2.3 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142490,23Q20H14WP,Dodge 23Q20H14WP CENTER DISTANCE: 2.3 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142489,23Q60H56,Dodge 23Q60H56 CENTER DISTANCE: 2.3 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142488,23Q50H56,Dodge 23Q50H56 CENTER DISTANCE: 2.3 RATIO: 50:1 OUTPUT RPM: 35,,,,
142487,23Q40H56,Dodge 23Q40H56 CENTER DISTANCE: 2.3 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142486,23Q40H14,Dodge 23Q40H14 CENTER DISTANCE: 2.3 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142485,23Q30H14,Dodge 23Q30H14 CENTER DISTANCE: 2.3 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142484,23Q25H56,Dodge 23Q25H56 CENTER DISTANCE: 2.3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142483,23Q20H56,Dodge 23Q20H56 CENTER DISTANCE: 2.3 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142482,23Q15H56,Dodge 23Q15H56 CENTER DISTANCE: 2.3 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142481,23Q15H14,Dodge 23Q15H14 CENTER DISTANCE: 2.3 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142480,20Q40H56WP,Dodge 20Q40H56WP CENTER DISTANCE: 2 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142479,20Q30H56WP,Dodge 20Q30H56WP CENTER DISTANCE: 2 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142478,20Q25H56WP,Dodge 20Q25H56WP CENTER DISTANCE: 2 RATIO: 25:1 OUTPUT RPM: 70,,,,
142477,20Q25H14WP,Dodge 20Q25H14WP CENTER DISTANCE: 2 RATIO: 25:1 OUTPUT RPM: 70,,,,
142476,20Q10H14WP,Dodge 20Q10H14WP CENTER DISTANCE: 2 RATIO: 10:1 OUTPUT RPM: 175,,,,
142475,20Q07H56WP,Dodge 20Q07H56WP CENTER DISTANCE: 2 RATIO: 7:1 OUTPUT RPM: 250,,,,
142474,20Q05H56WP,Dodge 20Q05H56WP CENTER DISTANCE: 2 RATIO: 5:1 OUTPUT RPM: 350,,,,
142473,20Q05H14WP,Dodge 20Q05H14WP CENTER DISTANCE: 2 RATIO: 5:1 OUTPUT RPM: 350,,,,
142472,20Q15H56WP,Dodge 20Q15H56WP CENTER DISTANCE: 2 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142471,20Q15H14WP,Dodge 20Q15H14WP CENTER DISTANCE: 2 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142470,20Q30H56,Dodge 20Q30H56 CENTER DISTANCE: 2 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142469,20Q25H56,Dodge 20Q25H56 CENTER DISTANCE: 2 RATIO: 25:1 OUTPUT RPM: 70,,,,
142468,20Q20H56,Dodge 20Q20H56 CENTER DISTANCE: 2 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142467,20Q20H14,Dodge 20Q20H14 CENTER DISTANCE: 2 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142466,20Q50H56,Dodge 20Q50H56 CENTER DISTANCE: 2 RATIO: 50:1 OUTPUT RPM: 35,,,,
142465,20Q05H14,Dodge 20Q05H14 CENTER DISTANCE: 2 RATIO: 5:1 OUTPUT RPM: 350,,,,
142464,20Q15H56,Dodge 20Q15H56 CENTER DISTANCE: 2 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142463,20Q15H14,Dodge 20Q15H14 CENTER DISTANCE: 2 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142462,20Q10H56,Dodge 20Q10H56 CENTER DISTANCE: 2 RATIO: 10:1 OUTPUT RPM: 175,,,,
142461,20Q05H56,Dodge 20Q05H56 CENTER DISTANCE: 2 RATIO: 5:1 OUTPUT RPM: 350,,,,
142460,17Q60H56,Dodge 17Q60H56 CENTER DISTANCE: 1.7 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142459,17Q50H56,Dodge 17Q50H56 CENTER DISTANCE: 1.7 RATIO: 50:1 OUTPUT RPM: 35,,,,
142458,17Q10H14,Dodge 17Q10H14 CENTER DISTANCE: 1.7 RATIO: 10:1 OUTPUT RPM: 175,,,,
142457,17Q07H14,Dodge 17Q07H14 CENTER DISTANCE: 1.7 RATIO: 7:1 OUTPUT RPM: 250,,,,
142456,17Q05H56,Dodge 17Q05H56 CENTER DISTANCE: 1.7 RATIO: 5:1 OUTPUT RPM: 350,,,,
142455,17Q05H14,Dodge 17Q05H14 CENTER DISTANCE: 1.7 RATIO: 5:1 OUTPUT RPM: 350,,,,
142454,17Q40H56,Dodge 17Q40H56 CENTER DISTANCE: 1.7 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142453,17Q20H14,Dodge 17Q20H14 CENTER DISTANCE: 1.7 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142452,17Q15H56,Dodge 17Q15H56 CENTER DISTANCE: 1.7 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142451,17Q15H14,Dodge 17Q15H14 CENTER DISTANCE: 1.7 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142450,17Q25H56WP,Dodge 17Q25H56WP CENTER DISTANCE: 1.7 RATIO: 25:1 OUTPUT RPM: 70,,,,
142449,17Q20H56WP,Dodge 17Q20H56WP CENTER DISTANCE: 1.7 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142448,17Q15H14WP,Dodge 17Q15H14WP CENTER DISTANCE: 1.7 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142447,17Q10H14WP,Dodge 17Q10H14WP CENTER DISTANCE: 1.7 RATIO: 10:1 OUTPUT RPM: 175,,,,
142446,17Q07H56WP,Dodge 17Q07H56WP CENTER DISTANCE: 1.7 RATIO: 7:1 OUTPUT RPM: 250,,,,
142445,17Q07H14WP,Dodge 17Q07H14WP CENTER DISTANCE: 1.7 RATIO: 7:1 OUTPUT RPM: 250,,,,
142444,17Q50H56WP,Dodge 17Q50H56WP CENTER DISTANCE: 1.7 RATIO: 50:1 OUTPUT RPM: 35,,,,
142443,17Q40H56WP,Dodge 17Q40H56WP CENTER DISTANCE: 1.7 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142442,17Q30H56WP,Dodge 17Q30H56WP CENTER DISTANCE: 1.7 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142441,17Q05H56WP,Dodge 17Q05H56WP CENTER DISTANCE: 1.7 RATIO: 5:1 OUTPUT RPM: 350,,,,
142440,15Q07H56WP,Dodge 15Q07H56WP CENTER DISTANCE: 1.5 RATIO: 7:1 OUTPUT RPM: 250,,,,
142439,15Q60H56WP,Dodge 15Q60H56WP CENTER DISTANCE: 1.5 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142438,15Q50H56WP,Dodge 15Q50H56WP CENTER DISTANCE: 1.5 RATIO: 50:1 OUTPUT RPM: 35,,,,
142437,15Q40H56WP,Dodge 15Q40H56WP CENTER DISTANCE: 1.5 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142436,15Q25H56WP,Dodge 15Q25H56WP CENTER DISTANCE: 1.5 RATIO: 25:1 OUTPUT RPM: 70,,,,
142435,15Q20H56WP,Dodge 15Q20H56WP CENTER DISTANCE: 1.5 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142434,15Q15H56WP,Dodge 15Q15H56WP CENTER DISTANCE: 1.5 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
142433,15Q40H56,Dodge 15Q40H56 CENTER DISTANCE: 1.5 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142432,15Q30H56,Dodge 15Q30H56 CENTER DISTANCE: 1.5 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142431,15Q25H56,Dodge 15Q25H56 CENTER DISTANCE: 1.5 RATIO: 25:1 OUTPUT RPM: 70,,,,
142430,15Q20H56,Dodge 15Q20H56 CENTER DISTANCE: 1.5 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142429,15Q10H56,Dodge 15Q10H56 CENTER DISTANCE: 1.5 RATIO: 10:1 OUTPUT RPM: 175,,,,
142428,15Q05H56,Dodge 15Q05H56 CENTER DISTANCE: 1.5 RATIO: 5:1 OUTPUT RPM: 350,,,,
142427,13Q50H56WP,Dodge 13Q50H56WP CENTER DISTANCE: 1.3 RATIO: 50:1 OUTPUT RPM: 35,,,,
142426,13Q40H56WP,Dodge 13Q40H56WP CENTER DISTANCE: 1.3 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142425,13Q25H56WP,Dodge 13Q25H56WP CENTER DISTANCE: 1.3 RATIO: 25:1 OUTPUT RPM: 70,,,,
142424,13Q10H56WP,Dodge 13Q10H56WP CENTER DISTANCE: 1.3 RATIO: 10:1 OUTPUT RPM: 175,,,,
142423,13Q07H56WP,Dodge 13Q07H56WP CENTER DISTANCE: 1.3 RATIO: 7:1 OUTPUT RPM: 250,,,,
142422,13Q05H56WP,Dodge 13Q05H56WP CENTER DISTANCE: 1.3 RATIO: 5:1 OUTPUT RPM: 350,,,,
142421,13Q60H56,Dodge 13Q60H56 CENTER DISTANCE: 1.3 RATIO: 60:1 OUTPUT RPM: 29.17,,,,
142420,13Q40H56,Dodge 13Q40H56 CENTER DISTANCE: 1.3 RATIO: 40:1 OUTPUT RPM: 43.75,,,,
142419,13Q30H56,Dodge 13Q30H56 CENTER DISTANCE: 1.3 RATIO: 30:1 OUTPUT RPM: 58.33,,,,
142418,13Q20H56,Dodge 13Q20H56 CENTER DISTANCE: 1.3 RATIO: 20:1 OUTPUT RPM: 87.5,,,,
142417,13Q15H56,Dodge 13Q15H56 CENTER DISTANCE: 1.3 RATIO: 15:1 OUTPUT RPM: 116.67,,,,
